topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1242391456037236736	http://twitter.com/user/status/1242391456037236736	Supermarkten hebben dankzij het #hamsteren goede zaken gedaan. In de tweede week van maart werd meer omzet gerealiseerd dan in de week voor kerst. Rijst stond bij veel mensen hoog op het boodschappenlijstje → https://t.co/RFjdQMImyg #KassaTV https://t.co/4FhLVVRRJ6	0
COVID-19	1246039593218117632	http://twitter.com/user/status/1246039593218117632	@RTLnieuws Het #RIVM en het kabinet @MinPres hebben via nalatig en gebrekkig beleid #Nederland gebracht in de wereldwijde top van meeste doden per inwoner en nu draait de #propaganda machine op volle toeren zodat de #VVD nog harder kan stijgen in de peilingen. Lijkt #NoordKorea wel.	1
COVID-19	1231965325236801538	http://twitter.com/user/status/1231965325236801538	Zevende dode door #coronavirus in #Italië, Oostenrijk opent grens weer https://t.co/ncPBgBS2em via @nieuwsblad_be	1
COVID-19	1242727727473590273	http://twitter.com/user/status/1242727727473590273	Als je #groepsimmuniteit #Covid-19 wilt laten werken, moet je wel weten wie immuniteit hebben opgebouwd. Die kunnen dan weer gewoon aan de slag en de economie en zorg laten draaien. https://t.co/uBICtRwdhg	1
COVID-19	1243116576397840384	http://twitter.com/user/status/1243116576397840384	Morgen worden de maatregelen voor het Onderwijs aangekondigd #Coronadebat  #LenenIsNietEenOplossing #NietMijnSchuld	1
COVID-19	1238151439165374467	http://twitter.com/user/status/1238151439165374467	#coronavirus #CoronaVirusUpdates Italië UPDATE 11.03 10590 positief, 827 overleden, 1045 genezen =12.462 5838 in ziekenhuis + 1028 op IC, 3724 thuis/isolement =10590 12.03 12839 positief, 1016 ovl, 1258 genezen =15113 6650 in ziekenhuis + 1153 op IC, 5036 thuis/isolement =12839	1
COVID-19	1244601005725155329	http://twitter.com/user/status/1244601005725155329	Twee (57 &amp; 84jr) dierbaren verloren aan dat verschrikkelijke #Covid_19 virus.  Vandaag de eerste van 2 pakket bloemen ontvangen, om erbij te leggen. https://t.co/Ap7YsygeJv	0
COVID-19	1252649877445713921	http://twitter.com/user/status/1252649877445713921	#persconferentie dumbass Dissel beroept zich dus op het gebrek aan verschijnselen bij kinderen , omdat ze zoveel minder last hebben kunnen scholen open en al de volwassenen die daarmee gemoeid zijn ....	1
COVID-19	1245270648055791616	http://twitter.com/user/status/1245270648055791616	Technische briefing live van het #RIVM op #npo1	0
COVID-19	1244925961403064320	http://twitter.com/user/status/1244925961403064320	#Italië eist steun voor #coronacrisis en hekelt in krant Nederlandse houding https://t.co/4F4LpsNs7p via @NUnl AHA nu gaan we communiceren op het hoogste #EUROPSE NIVEAU VIA DE #KRANT  ITAKKERS DRAMAQUEENS !!!	1
COVID-19	1254691090931867648	http://twitter.com/user/status/1254691090931867648	Alweer mijn 7e week thuis de tijd vliegt voorbij  #thuiswerken #coronavirusNederland #BlijfThuis #blijfgezond https://t.co/yI19KUiPbe	0
COVID-19	1241674081205989377	http://twitter.com/user/status/1241674081205989377	De overheid gaf zojuist een NL Alert uit vanwege de #Covid19 crisis. https://t.co/pwlzSvwEZW	0
COVID-19	1239088804973219841	http://twitter.com/user/status/1239088804973219841	#hamsteren gaat levens redden, meer kopen betekent minder bezoek aan winkel, betekent minder kans op besmetting	1
COVID-19	1233044196136771584	http://twitter.com/user/status/1233044196136771584	#COVID20!9 #CoronaVirusUpdates - Geen enkel vliegtuig dat migranten vervoert, mag de komende vier weken in Italie landen  Coronavirus, bloccati i trasferimenti dei profughi dublinanti da e per l'Italia https://t.co/LpvYKW3wiv via @repubblica	0
COVID-19	1242348788636925952	http://twitter.com/user/status/1242348788636925952	@Bijan63 Het gaat slecht in alle landen en streken waar rechtse / liberale politicy het voor het zeggen hebben #Corona #SARSCoV2 #Covid_19	1
COVID-19	1252162597694177280	http://twitter.com/user/status/1252162597694177280	blijfthuis is nr.7 trending hashtag in NL in afgelopen 4 uur. https://t.co/ILQFM1u5sV #blijfthuis	0
COVID-19	1240798052182523907	http://twitter.com/user/status/1240798052182523907	@KDepoorterMP Er wordt ook gekeken naar de virusremmer #remdesivir als behandeling bij #Covid_19   https://t.co/DoeSq3wF8G	1
COVID-19	1244618178010980352	http://twitter.com/user/status/1244618178010980352	https://t.co/uVAXot4lQK #RIVM cijfers 30 maart (sinds 1990 #DoctorsDay in de #USA) zijn automatisch verwerkt. Voor extra inzicht kunnen grafieken/kaarten worden toegevoegd door op de iconen te klikken. Hier een kaart met het aantal nieuwe patiënten. #coronavirus #COVID19 https://t.co/7ltgElo92J	0
COVID-19	1247859143161061377	http://twitter.com/user/status/1247859143161061377	EU is #COVID19 campagne voor Afrika begonnen, goed zo!👍🏻 https://t.co/7txYNeCM3e	0
COVID-19	1240009951776407553	http://twitter.com/user/status/1240009951776407553	@Markec Individuele #sport in buitenlucht is toegelaten, zelfs aangeraden. Daar word ik nu vrolijk van, zie #COVID19BE	0
COVID-19	1243932961264865281	http://twitter.com/user/status/1243932961264865281	#COVID19 - 93 nieuwe Coronadoden, totaal tot nu toe 639. Dit cijfer zegt NIETS. In werkelijkheid misschien wel tweemaal zo hoog doordat niet getest wordt bij ouderen die kampen met verschijnselen van Corona en vervolgens niet getest overlijden. https://t.co/b1aGZgZgOV	1
COVID-19	1253546720526512130	http://twitter.com/user/status/1253546720526512130	covid19 is nr.7 trending hashtag in NL in afgelopen 2 uur. https://t.co/7Dx5eMswA7 #covid19	0
COVID-19	1240604862368419842	http://twitter.com/user/status/1240604862368419842	@smeelen2 @RTLZ #RIVM data en WHO data wijken behoorlijk af Andere maatregelen!!!!  #Rutte kijkt naar #RIVM en stuurt daar op  Terecht dat TK zegt dat hij dat fout doet!! Bizar dat hij dat niet goed doet!!!	1
COVID-19	1240756062992715776	http://twitter.com/user/status/1240756062992715776	Allemaal heel goed. Maar dit gaat over gemaakte (grote) fouten. Laat NL (Europa) beginnen met grootschalig #testen en ontdekte gevallen apart zetten. Zo hebben Singapore, Taiwan, HK het virus ingedamd. Nederland is toch zo goed met indammen? https://t.co/LeFYZIEDHr	1
COVID-19	1231589834466177025	http://twitter.com/user/status/1231589834466177025	Italianen zetten zich schrap voor noodmaatregelen om virus https://t.co/HD4BKXKlGu #coronavirus #Hubei #Italië #Wuhan https://t.co/K8T8X8vE5o	0
COVID-19	1245744908893392898	http://twitter.com/user/status/1245744908893392898	Het Europees Parlement sluit de rangen met andere EU-partners om enkel betrouwbare informatie over #Covid19 te verspreiden. Zorg ervoor dat je je bronnen goed nakijkt want nepnieuws en mythen verspreiden razendsnel! Meer lezen: https://t.co/3iXjK4f4Ch https://t.co/HJG3lcl0M5	0
COVID-19	1254684334386184194	http://twitter.com/user/status/1254684334386184194	Door #COVID19 is er een terugval van activiteit binnen veel ondernemingen. Kan een werkgever werknemers verplichten om nu vakantie te nemen, om deze terugval op te vangen? En hoe zit het met extralegale vakantiedagen? @PartenaPro geeft een antwoord. https://t.co/8HxslWOJAQ https://t.co/sgP1SAvOvi	0
COVID-19	1247560632263749634	http://twitter.com/user/status/1247560632263749634	Aub sluit speeltuinen en speelplekken, met name speeltoestellen van metaal zijn een grote bron van besmetting!  😖😖#persconferentie	1
COVID-19	1247577624643338245	http://twitter.com/user/status/1247577624643338245	NIEUWS Kabinet en coronagezant willen app die wijst op contact met besmette landgenoot #coronavirusNederland #coronavirus #CoronaVirusUpdate met @ChrisMersbergen  https://t.co/XRjpyGzNlO	0
COVID-19	1248648423114526722	http://twitter.com/user/status/1248648423114526722	Je kan in Amsterdam beter een vliegtuig hebben dan een auto. #gratisparkeren #COVID19NL	0
COVID-19	1246917801157308416	http://twitter.com/user/status/1246917801157308416	#COVID19 Bill Gates: we bouwen fabrieken voor 7 vaccins https://t.co/fDGstRQ5yT via @telegraaf dat is tot een raar idee als je dit zie ted talk kijk op 04:29 https://t.co/Y1othmFgW0	0
COVID-19	1246743490656075777	http://twitter.com/user/status/1246743490656075777	Weer twee coronapatienten overleden en veertien nieuwe besmettingen in Friesland  #blijfthuis #Coronavirusnl #Fryslan https://t.co/dLfbU8xL53	0
COVID-19	1245045956766294019	http://twitter.com/user/status/1245045956766294019	Laatste update: inzet #defensie in strijd tegen #COVID-19 #coronavirus tot en met 31/03/20. https://t.co/POs6udfmf3	0
COVID-19	1239223319435624450	http://twitter.com/user/status/1239223319435624450	Alsnog dan deze beslissing. Kon niet uitblijven, na massale - terechte - druk vanuit de samenleving. #COVID19NL #corona Kabinet: Scholen gaan alsnog dicht, ook horeca en sportclubs op slot  https://t.co/zxU6bnTvXw	0
COVID-19	1251047357069897730	http://twitter.com/user/status/1251047357069897730	MINDFUCK  Handen wassen zorgt voor schijnveiligheid!  #rivm #corona #vandissel #mondkapjes #coronakapjemeteenmondkapje	1
COVID-19	1239639579419951104	http://twitter.com/user/status/1239639579419951104	#RIVM zegt net dat kinderen wel met elkaar mogen spelen zolang ze maar geen symptomen hebben.  Ik zeg: scholen open, #beveiligers met #thermometers in de aanslag.   Niet ziek gewoon naar school!  @MinPres	0
COVID-19	1237086198738440196	http://twitter.com/user/status/1237086198738440196	#Liveblog Kabinet: stop met handen schudden, in Brabant waar mogelijk thuiswerken  https://t.co/eweMF6S8mO #vrouwen #coronavirus #Covid19	0
COVID-19	1240271817220280322	http://twitter.com/user/status/1240271817220280322	@Sashaexposed Het blijft tot 3 uur in de lucht hangen DAAROM DE OPROEP WANNEER JE KLACHTEN HEBT #BLIJFTHUIS JE BENT NIET GETEST DUS WEET JE NIKS #BESMETGEENANDEREN  DANK U. !!! WEES NIET DOM HET VIRUS 🦠 RENT OMZIG HEEN. WIJ KUNNEN ER WAT AAN #VERRANDEREN	1
COVID-19	1255900817602854912	http://twitter.com/user/status/1255900817602854912	@neuromanter @JJBaniston Er zijn echter ook gevallen bekend waar 37.5°C op #covid19 kon wijzen	1
COVID-19	1248229323770925056	http://twitter.com/user/status/1248229323770925056	De nasleep van #COVID19NL gaat waarschijnlijk net zo heftig worden met schokkende feiten die het daglicht niet kunnen verdragen. Ik vraag me af in hoeverre de oppositie zulke info kan of mag gebruiken? Er zullen veel middelen worden gebruikt om een cover-up te laten slagen.	1
COVID-19	1224761948065103874	http://twitter.com/user/status/1224761948065103874	@theodorus_VII @rivm Wat ik al dacht. De #RIVM blijft nu stil.  Lies, damned lies, and statistics	1
COVID-19	1252855896071262208	http://twitter.com/user/status/1252855896071262208	“De steden en gemeenten moeten de #COVID19BE maatregelen op het terrein invoeren, maar worden pas als laatste geïnformeerd. Daarom vragen steden en gemeenten inspraak bij #exitstrategie. Zegt @wimdries @vvsg vandaag in @Nieuwsblad_be en @hbvl #lokaalDNA https://t.co/yBu7jBK86v	1
COVID-19	1254298069685936128	http://twitter.com/user/status/1254298069685936128	LIVE #Trump gaat #coronabriefings inkorten: ’Mijn tijd niet waard’  via @Telegraaf https://t.co/rNoTD9MWfj #COVID19 #coronavirus	0
COVID-19	1255402284361670656	http://twitter.com/user/status/1255402284361670656	Er komen wat opklaringen aan maar het is maar weer van tijdelijke aard! #enjoy #BlijfThuis  https://t.co/zj9Y4wC9kQ https://t.co/MnX70nTMeL	0
COVID-19	1251036335063908354	http://twitter.com/user/status/1251036335063908354	#Italië kiest voor Milanees bedrijf Bending Spoons  als ontwikkelaar corona-app. Zal met bluetooth werken. Eerst experimenten in aantal regio's, dan in heel het land https://t.co/KWV6BmWH3n	0
COVID-19	1247886442145001473	http://twitter.com/user/status/1247886442145001473	In Wuhan vallen mensen (dood?) neer op straat... #CoronaLockdown #coronavirusNederland #COVID19NL https://t.co/sFrXAV1d6B	1
COVID-19	1234887204142567425	http://twitter.com/user/status/1234887204142567425	#COVID19 En nog belangrijker. Dit virus is geen gewone griep, het kan ernstige longontsteking veroorzaken.  Onderschat het niet, want de dodelijkheid ervan is niet 0.#coronavirus Mensen die een mondkapje dragen willen gewoon zichzelf beschermen.	1
COVID-19	1244236983179804672	http://twitter.com/user/status/1244236983179804672	Rabobank pleit voor aanpassing coronasteunregeling https://t.co/DeW1Oj7YVM #Coronavirus #Corona #COVID2019NL #COVID19	0
COVID-19	1244594970222301187	http://twitter.com/user/status/1244594970222301187	De #Lifeliner5 bracht vanmiddag een IC-patiënt met #Covid19 vanuit #Venlo over naar het Martini ziekenhuis in #Groningen. @LuchtvaartN_NL https://t.co/tPGfKC4nhT	0
COVID-19	1252492176954658816	http://twitter.com/user/status/1252492176954658816	Verstandige beslissing. #coronamaatregelen  We weten nog onvoldoende #Corona We #testen nog onvoldoende. #op1 #eenvandaag Rutte gaat mensen teleurstellen: versoepeling zit er voorlopig niet in https://t.co/28fqPYbnpG via @trouw	1
COVID-19	1244614915761098753	http://twitter.com/user/status/1244614915761098753	Met zoveel is het aantal auto’s in België reeds afgenomen👇 #Covid_19 #samentegencorona  https://t.co/Oj94zxczVi	0
COVID-19	1238766363369451520	http://twitter.com/user/status/1238766363369451520	De thuisbezorg bedrijven kunnen door #COVID19NL het werk niet meer aan en smeken het kabinet om een belastingverhoging. https://t.co/zNx1bno7TA	0
COVID-19	1234143579506958336	http://twitter.com/user/status/1234143579506958336	5 mei 2020. Het @rivm gaat per helikopter op coronatoernee. In elke provinciehoofdstad houden ze een persconferentie. #RIVM	0
COVID-19	1247796435229085697	http://twitter.com/user/status/1247796435229085697	Autoriteit Persoonsgegevens: 'Zonder waarborg privacy geen mobiele corona-apps' #COVID19  https://t.co/hjitHO2T6z	0
COVID-19	1244907838125879296	http://twitter.com/user/status/1244907838125879296	Een gruwelijke draad over #COVID19 en het nieuwe #coronavirus van @Doc_0 Het begon in China, ongepland. De Chinese overheden brachten het virus met opzet  naar andere landen door te doen alsof het niet zo gevaarlijk was, door reizen mogelijk te houden. via @Benavra https://t.co/6XkSRPL5Hs	1
COVID-19	1239969806868082688	http://twitter.com/user/status/1239969806868082688	Vanavond onverwachts de nachtdienst in voor 2 nachten. Met z’n allen komen we er. 💪 #zorg #COVID19 #coronavirus #CoronaCrisis	0
COVID-19	1255835146038771712	http://twitter.com/user/status/1255835146038771712	#RIVM De actuele informatie over het nieuwe coronavirus.(COVID-19) |  Dalende lijn ziekenhuisopnames en sterfgevallen houdt aan!  https://t.co/QtQLD0muQ1	0
COVID-19	1241671512584867841	http://twitter.com/user/status/1241671512584867841	#Covid19 in #België, UPDATE: vandaag +586 (totaal=3401), geregistreerde cijfers,wellicht veel https://t.co/YvH7xaZGwh wordt onvoldoende getest! Opvallend:  - beademd op ICU, wordt niet vermeld? STRANGE!  Snelheid van uitbreiding neemt wel nog altijd toe!	1
COVID-19	1239991631488716801	http://twitter.com/user/status/1239991631488716801	#België gaat naar een semi-#lockdown.  #corona #coronavirus #COVID19BE	0
COVID-19	1252208336923230211	http://twitter.com/user/status/1252208336923230211	RIVM: 75 ziekenhuisopnames, 67 sterfgevallen https://t.co/0qEUt0XTw0 via @NOS #corona #covid #rivm #longfonds #world #thenetherlands	0
COVID-19	1231530194357424128	http://twitter.com/user/status/1231530194357424128	#COVID19 - Italie 113 gevallen, de berichtgeving is gewoon slecht - https://t.co/8mQSvFWUie	1
COVID-19	1241695638850613248	http://twitter.com/user/status/1241695638850613248	In Friesland vandaag 2 nieuwe besmettingen, gisteren nog 6. Hier is de daling al ingezet 😉#covid19Nederland	0
COVID-19	1253695198602817538	http://twitter.com/user/status/1253695198602817538	Minder dan 1000 coronapatiënten nog op intensive care: #Coronavirus #Covid-19 #IC https://t.co/uCVmcICNUj https://t.co/PItFnDLaea	0
COVID-19	1250702133017665539	http://twitter.com/user/status/1250702133017665539	Briefing #RIVM  @FleurAgemaPVV m.n. terecht kritisch vanwege het relatief grote aantal besmettingen -en het tekort aan beschermingsmaatregelen- aangaande het personeel binnen verzorgings- en verpleeghuizen	0
COVID-19	1242804725197791232	http://twitter.com/user/status/1242804725197791232	Het #RIVM is laat met de dagkoersen. Gisteren was het om 14:04 al gepubliceerd. Website ligt plat.  #CoronavirusOutbreak  #coronavirusNederland  #CoronaVirusUpdates #COVID2019NL	0
COVID-19	1240326372469415937	http://twitter.com/user/status/1240326372469415937	Olieprijs keldert naar laagste peil in 18 jaar https://t.co/tQIenVnP1Z #coronavirusNederland #coronadebat	0
COVID-19	1237765751785820160	http://twitter.com/user/status/1237765751785820160	De schappen liggen hier bommetje vol! geen paniek #hamsterennietnodighier. https://t.co/AhrStEglm4	0
COVID-19	1252645988151459841	http://twitter.com/user/status/1252645988151459841	Evenementen gaan tot 1 september NIET door. #persconferentie	0
COVID-19	1255414034607878147	http://twitter.com/user/status/1255414034607878147	1,7 miljoen Nederlanders minder aan het sporten https://t.co/20ioVGZx62 #Coronavirus #Corona #COVID2019NL #COVID19	0
COVID-19	1243780706901385221	http://twitter.com/user/status/1243780706901385221	Uit dit artikel blijkt maar één ding: #COVID19NL is lang *niet* zo ernstig als het normale griepseizoen van 2018, maar volgens enkele hysterische artsen zou het dat *misschien* nog  kunnen worden.  Slecht aannames en meningen.  Die hele lock-down, social distancing was ONZIN. https://t.co/eHgIWku1LT	1
COVID-19	1235463912361013248	http://twitter.com/user/status/1235463912361013248	Nu de scholen in #Italië dicht zijn, zullen ouders #covid19 zeker nooit meer vergeten. 😱 #ophoopvanzegen https://t.co/UIRKAyZla7	0
COVID-19	1247949889696411651	http://twitter.com/user/status/1247949889696411651	@fickleDanny @wbeke Ik zou het ook willen maar #COVID19 laat nergens normale verkiezingen toe. Macron wilde  absoluut gemeenteraadsverkiezingen op 15 maart en dat zagen we daarna terug in het aantal besmettingen met doden tot gevolg. Maandag 1.417 doden erbij. #terzaketv	1
COVID-19	1238230086496784384	http://twitter.com/user/status/1238230086496784384	De wedstrijd van zondag tegen Moeskroen in het Bosuilstadion wordt uitgesteld naar een latere datum. #antmoe #jpl #rafc #COVID19	0
COVID-19	1249630521715503106	http://twitter.com/user/status/1249630521715503106	Viroloog Steven Van Gucht: Risico op nieuwe piek bestaat Lees, lockdown wordt verlengd! #covid19	1
COVID-19	1244899260354760706	http://twitter.com/user/status/1244899260354760706	Minister Koolmees: “Tegemoetkoming voor bedrijven kan vanaf 6 april aangevraagd bij UWV.” #samentegencorona	0
COVID-19	1252173100621365249	http://twitter.com/user/status/1252173100621365249	DNBulletin: Verschuiving van contant betalen naar pinnen zet door https://t.co/XuJH80Nih4 #corona #covid #rivm #longfonds #world #thenetherlands	0
COVID-19	1250804947479904256	http://twitter.com/user/status/1250804947479904256	Schiet lekker op. Volgens het #RIVM is 60 % nodig 🤔🤔🤔 'Circa 3 procent Nederlanders heeft antistoffen' https://t.co/QH46XyfEnz	0
COVID-19	1244688527524274177	http://twitter.com/user/status/1244688527524274177	#mkb #eenmanszaak #coronavirusNederland  de eenmanszaken uit andere sectoren dan horeca , good etc worden door dit #kabinet met #vvd #cda #d66 ronduit vergeten. Niets geen #noodloket voor hun. Ook #nonfood zelfstandige hebben in deze #crisis hulp hard nodig	1
COVID-19	1245236134705270787	http://twitter.com/user/status/1245236134705270787	Foute webshops met producten tegen corona offline https://t.co/3OSWcaAvN1 #Coronavirus #Corona #COVID2019NL #COVID19	0
COVID-19	1254733101416067072	http://twitter.com/user/status/1254733101416067072	Koningsdag vier ik thuis dit jaar. #fun #koningsdag #anderhalvemeter #blijfthuis #stayhome #27april #koningsdag2020 #koning #koningwillemalexander 👑 😎 😷 @ Gorinchem https://t.co/C0uaSmiIp7	0
COVID-19	1247857382857809920	http://twitter.com/user/status/1247857382857809920	Je kunt kort en lang praten over het aantal slachtoffersCorona in NL. Of naar de prietpraat van het #RIVM waar geen touw aan vast te knopen is. Kijk gewoon naar het CBS. Mortaliteit plus 0,3%.	1
COVID-19	1255519821908893697	http://twitter.com/user/status/1255519821908893697	Met een #mondkapje verklein ik de kans onwetend #Covid19NL  te verspreiden. Hoe beter het mondkapje, hoe meer effect. Ik voor jullie, jullie voor ons allemaal. Nieuwe etiquette op plekken waar #anderhalvemeter niet kan.	1
COVID-19	1239226624241020931	http://twitter.com/user/status/1239226624241020931	Alle scholen, sportclubs en horeca dicht vanwege corona t/m 6 april. #Coronavirusnl #persconferentie  Kinderen van ouders in vitale beroepen (zorg, politie, brandweer) kunnen nog wel naar school https://t.co/r3I0AmYN8b   Zal horecaverbod ook sluiten voor bezorgen? 🤔	0
COVID-19	1245019925296697344	http://twitter.com/user/status/1245019925296697344	Je blijft je verbazen. #coronavirusNederland Duits lab kan per direct het aantal coronatests in Nederland verdubbelen - Follow the Money - Platform voor onderzoeksjournalistiek https://t.co/hzaPaKkx6u	1
COVID-19	1243443080109457408	http://twitter.com/user/status/1243443080109457408	😷 #coronacrisisnl #coronaoorlog #coronavirusnl #coronanl #covid19nl #blijfthuis  Het gevaar van een #pandemie zoals de huidige is al in diverse #veiligheidsanalyses van de #overheid voorzien. Toch is hier weinig mee gedaan, blijkt uit onderzoek van @NRC https://t.co/RHA3Lm6xis	1
COVID-19	1248170936571961344	http://twitter.com/user/status/1248170936571961344	Schuiling wil vanaf nu boetes uitdelen https://t.co/4gTAeuBN63 #anderhalvemeter #Corona https://t.co/fhoj6HxACg	0
COVID-19	1243126583369641986	http://twitter.com/user/status/1243126583369641986	Om 12.05 uur gaat het debat verder. Het kabinet gaat nu antwoorden voorbereiden op de gestelde vragen #coronadebat	0
COVID-19	1228988815655784448	http://twitter.com/user/status/1228988815655784448	https://t.co/voqewOMsOn  #COVID19 Wuhan virus heeft niet alleen gevolgen voor de burgerij maar heeft ook de Chinese economie tot stilstand gebracht. Daar gaat het in deze YouTube bijdragen overigens niet over, maar het is belangrijk genoeg om bij stil te staan. #instabiliteit	1
COVID-19	1253005048537403394	http://twitter.com/user/status/1253005048537403394	'Steun voor student met vertraging door corona' https://t.co/xuetRLdhLb #Coronavirus #Corona #COVID2019NL #COVID19	0
COVID-19	1238366494536466437	http://twitter.com/user/status/1238366494536466437	Alle #scholendicht. De lijst 👇wordt alsmaar langer. Dit is niet vol te houden door kabinet #Rutte @MinPres. Met nota bene in de coalitie zelfbenoemde onderwijspartij @d66 @RobJetten #Coronavirus 😷 #covid19Nederland https://t.co/2R9cjDCQSE	1
COVID-19	1250708399974690816	http://twitter.com/user/status/1250708399974690816	#rivm Als de overheid willens en wetens, burgers beschermende middelen onthoudt.   Die verschil tussen leven en dood kunnen uitmaken.  Dat met de kennis van vandaag, en beleid in de omringende landen als voorbeeld.  Dan ben je niet geschikt voor je taken of gewoon misdadig!	1
COVID-19	1251769838818770944	http://twitter.com/user/status/1251769838818770944	@ThomBijenhof Een traceer app is altijd een goed middel om #COVID19 #besmettingen te onderzoeken, en mogelijk besmette personen te waarschuwen, @ThomBijenhof	1
COVID-19	1242568244214534149	http://twitter.com/user/status/1242568244214534149	Sorry, #RIVM heeft nu heel veel foute informatie gegeven. https://t.co/ZDNHre2Zc7	1
