topic	tweet_id	tweet_url	tweet_text	class_label
GIÁO DỤC	5576	https://tienphong.vn/binh-duong-thi-diem-to-chuc-day-hoc-song-ngu-trong-truong-cong-lap-post1520316.tpo	Chương trình giáo dục song ngữ sẽ tập trung dạy các môn khoa học tự nhiên bằng tiếng Anh trong giai đoạn hai.	1
THỂ THAO	100	https://baotintuc.vn/bong-da/vong-loai-euro-2024-giua-phap-ha-lan-long-tranh-ho-dau-tai-stade-de-france-20230324172351609.htm	Chân sút Brobbey ở tuổi 23 đã có 12 bàn thắng trên mọi đấu trường mùa này cho Ajax và 35 bàn thắng ở các cấp độ trẻ của Hà Lan sẽ là đối thử của Mbappe.	1
Văn hóa	4573	https://dantri.com.vn/van-hoa/cuoc-song-tren-quan-dao-nen-tho-du-thua-2000-dan-ong-20230323174836594.htm	Hầu hết nữ giới sẽ chọn định cư ở quần đảo thay vì tìm nơi khác sinh sống.	1
Giới trẻ	2368	https://thanhnien.vn/gen-z-viet-bai-tieu-luan-nhanh-hon-nho-chatgpt-185230325234611357.htm	Chat GPT sử dụng hệ dữ liệu lớn đến từ hàng tỉ trang tài liệu trên toàn thế giới nhưng không hỗ trợ học sinh và giảng viên trong quá trình phát triển kỹ năng viết và đọc hiểu ngôn ngữ.	1
THẾ GIỚI	2739	https://tienphong.vn/anh-sap-gui-dan-urani-cho-ukraine-tong-thong-putin-tuyen-bo-dap-tra-post1519594.tpo	Bụi từ vũ khí chứa urani nghèo có thể đi vào sâu trong các cơ quan nội tạng, gây ung thư phổi, dẫn đến cái chết nhanh chóng.	1
Công nghệ	5707	https://tuoitre.vn/tan-dung-chat-prompt-bi-quyet-su-dung-chat-gpt-hieu-qua-20230225094154216.htm	Trong doanh nghiệp và văn phòng thì sử dụng Prompt giúp tiết kiệm thời gian và tăng năng suất làm việc gấp 5 lần so với thông thường khi không sử dụng.	1
Giải Trí	626	https://nld.com.vn/giai-tri/kham-phuc-co-gai-ngay-luom-rac-toi-hat-phong-tra-20230318074333612.htm	Câu chuyện về cô gái Tô Thị Sự bị phỏng với việc gom rác vào buổi sáng và tối đến đi hát phòng trà đã khiến nhiều người khâm phục.	1
Xã hội	4568	https://dantri.com.vn/xa-hoi/mien-bac-mua-lanh-truoc-khi-don-dot-nang-nong-cuc-bo-20230330080713632.htm	Trung tâm Dự báo khí tượng thủy văn Quốc gia dự báo miền Bắc có mưa rào rải rác và có nơi có dông.	1
Kinh doanh	4209	https://tuoitre.vn/evn-van-de-xuat-cap-dien-cho-con-dao-bang-cap-ngam-vuot-bien-20230317105713882.htm	Đề xuất của EVN đưa ra sau khi đơn vị tư vấn là Ban quản lý dự án điện 4 (thuộc EVN) đã rà soát nhu cầu phụ tải điện và xây dựng các thông báo.	1
Giáo dục - Hướng nghiệp	3183	https://dantri.com.vn/giao-duc-huong-nghiep/khong-co-chuyen-bat-coc-hoc-sinh-tai-cac-truong-o-nghe-an-20230321163632059.htm	Sự việc 2 thanh niên lạ mặt đi xe máy tiếp cận học sinh ở nhiều trường tại Vinh với mục đích bắt cóc chưa được kiểm định chính xác.	1
Sức khoẻ	1555	https://nld.com.vn/suc-khoe/be-trai-bi-nham-gioi-tinh-vi-vung-kin-bat-thuong-20230327093343029.htm	Các thủ thuật phẫu thuật được thực hiện khi trẻ 2 tuổi.	1
Chính trị	1906	https://baochinhphu.vn/viet-nam-san-sang-hop-tac-voi-hoa-ky-de-thuc-day-quan-he-hai-nuoc-phat-trien-ben-vung-102230323163341241.htm	Tại họp báo thường kỳ Bộ Ngoại giao chiều 23/3, Phó Phát ngôn Bộ Ngoại giao Phạm Thu Hằng trả lời câu hỏi của phóng viên về việc Việt Nam có sẵn lòng nâng cấp quan hệ với Hoa Kỳ từ quan hệ hiện tại là đối tác toàn diện, lên quan hệ chiến lược hay không.	1
THẾ GIỚI	2387	https://tienphong.vn/my-chau-au-lo-nguy-co-khung-hoang-tin-dung-sau-hang-loat-that-bai-ngan-hang-post1520924.tpo#1520924|zone-timeline-3|23	Bộ Tài chính Hoa Kỳ đảm bảo rằng hệ thống ngân hàng Hoa Kỳ ổn định và có thể chịu được bất kỳ cú sốc tài chính nào.	1
Thể thao	1581	https://dantri.com.vn/the-thao/bi-tuoc-quyen-boc-tham-world-cup-u20-indonesia-de-xuat-giai-phap-nong-20230328114033300.htm	Chủ tịch PSSI cố gắng giúp Indonesia giữ quyền đăng cai U20 World Cup 2023, bên cạnh đó Thổng đốc Bali tuyên bố không cho phép đội tuyển quốc gia U20 Iran tham gia giải đấu.	1
Giải Trí	2514	https://nld.com.vn/giai-tri/nghi-pham-thu-7-vu-nguoi-mau-thai-thien-phuong-bi-phan-xac-la-ai-20230307145007961.htm	Bạn của Alex Kwong – chồng cũ Abby Choi bị buộc tội vì hỗ trợ cho chồng cũ của Abby Choi chạy trốn.	1
Thời sự	1830	https://vnexpress.net/hanh-trinh-tim-di-anh-cuoi-cung-cho-liet-si-gac-ma-4580034.html	PGS.TS Minh (Học viện Chính trị khu vực 3 - Đà Nẵng) dẫn đoàn học viên lớp cao cấp lý luận chính trị đi thực tế tại tỉnh Khánh Hòa vào tháng 3/2019, đến thắp hương tại Khu tưởng niệm chiến sĩ Gạc Ma ở xã Cam Hải Đông, huyện Cam Lâm.	1
Giáo dục - Hướng nghiệp	7213	https://dantri.com.vn/giao-duc-huong-nghiep/kien-nghi-thay-doi-cach-ra-de-thi-mon-lich-su-tot-nghiep-thpt-nam-2025-20230330085533720.htm	Do có sự khác nhau giữa các tỉnh thành nên Bộ vẫn chịu trách nhiệm ban hành quy chế, ra đề để đảm bảo tính đồng bộ và thể hiện tinh thần đoàn kết của người Việt.	1
Văn hóa	2897	https://dantri.com.vn/van-hoa/nhung-buc-tuong-vang-tai-pho-co-hoi-an-bi-boi-ban-20230320142648654.htm	Thành phố đã chỉ đạo công an tăng cường theo dõi, giám sát qua camera để phát hiện người vi phạm và cũng đề người dân quan sát và tình báo cho chính quyền.	1
Công nghệ	673	https://tuoitre.vn/nga-thu-hut-chuyen-gia-cong-nghe-thong-tin-bang-chinh-sach-visa-20230315191515991.htm	Bộ Phát triển kỹ thuật số Nga đã thừa nhận có tới 500.000 nhân viên trong lĩnh vực công nghệ thông tin của Nga đã rời khỏi nước vào tháng trước.	1
Khoa học	4959	https://vnexpress.net/dieu-gi-xay-ra-neu-sieu-trai-dat-nam-giua-he-mat-troi-4580917.html	Khoảng 1/3 tổng số ngoại hành tinh là siêu Trái Đất - đây là thuật ngữ dùng cho những hành tinh nhỏ hơn Trái Đất và nhẹ hơn hành tinh khí khổng lồ.	1
Giới trẻ	583	https://thanhnien.vn/nu-sinh-viet-dat-hoc-bong-9-truong-dai-hoc-my-18523033021510177.htm	Vinh dự là người Việt Nam giành được học bổng danh giá, Tường Anh mong muốn được theo chuyên ngành khoa học máy tính để phát huy thế mạnh của bản thân.	1
Du lịch	935	https://thanhnien.vn/tinh-nha-giau-trung-quoc-tang-tien-cho-cong-ty-du-lich-hut-khach-quoc-te-185230329170135594.htm	Covid-19 đang bước vào giai đoạn cầm chừng do đó việc bắt buộc phải đeo khẩu trang vẫn còn tiếp tục	1
GIÁO DỤC	4468	https://baotintuc.vn/giao-duc/viec-to-chuc-thi-xet-tuyen-hay-ket-hop-la-quyen-chu-dong-cua-cac-dia-phuong-20230303192030816.htm	Dù là xét tuyển hay thi tuyển thì thí sinh đều không phải cố gắng học nhiều.	1
Xã hội	2508	https://baochinhphu.vn/vu-be-trai-nghi-bi-ep-hut-ma-tuy-can-xu-ly-nghiem-minh-113230327155549223.htm	Video clip gây xôn xao dư luận những ngày gần đây đang được lan truyền trên mạng xã hội với thông tin một bé trai còn đang mặc tã bị một người đàn ông bạo hành bắt cách ép buộc em hút ma túy.	1
Văn hóa	7531	https://tuoitre.vn/nhanh-hoa-nu-cuoi-tren-nuoc-duc-20230330221817344.htm	NXB Regiospectra ấn hành tại Đức, bìa sách Mùi hương trầm bản tiếng Đức Tập tùy bút du hành nổi tiếng Mùi hương trầm của Nguyễn Tường Bách vừa được chính tác giả dịch sang tiếng Đức.	1
Giải trí	1084	https://dantri.com.vn/giai-tri/khan-gia-tranh-cai-truoc-su-tro-lai-cua-show-dien-noi-y-nong-nhat-hanh-tinh-20230306202555433.htm	Giám đốc tài chính của Victoria's Secret - Timothy Johnson cho biết, quyết định này được đưa ra trong cuộc họp của ban quản lý nhãn hiệu danh tiếng vào tháng 3/2023, theo đó, công ty sẽ dụa trên tiêu chí tiếp thị để rót tiền vào các hoạt động thương mại.	1
Thời Sự	2660	https://plo.vn/chu-tich-dong-nai-bi-ky-luat-canh-cao-post725123.html	Kết luận của UBKT Trung ương tại Kỳ họp thứ 23 đối với Ban cán sự đảng UBND tỉnh Đồng Nai và một số tổ chức đảng, đảng viên có liên quan là thi hành kỷ luật Ban Thường vụ Tỉnh ủy Đồng Nai, trong đó có 2 cá nhân trong tổ chức bị phạt nặng nhất.	1
Giải trí	4225	https://thanhnien.vn/ban-trai-toi-la-ho-ly-2-co-lee-dong-wook-moi-tung-poster-da-gay-sot-185230329141834085.htm	Nhiều bình luận bày tỏ sự mong chờ tác phẩm và kỳ vọng vào sự kết hợp của 2 diễn viên Lee Dong Wook và Kim So Yeon chủ yếu đến từ khán giả Việt Nam.	1
Công nghệ	5429	https://tuoitre.vn/tan-dung-chat-prompt-bi-quyet-su-dung-chat-gpt-hieu-qua-20230225094154216.htm	Prompt điều khiển hành vi và kết quả của AI và không yêu cầu Ai tuân theo các tiêu chí và ràng buộc nào.	1
Thể thao	7146	https://nld.com.vn/the-thao/tuyen-ha-lan-phai-chia-tay-5-tuyen-thu-vi-virus-la-truoc-tran-dau-voi-phap-20230324114714409.htm	Theo thông báo của Liên đoàn bóng đá Hà Lan,  trong đội hình của HLV Ronald Koeman sẽ có 5 thành viên phải rút khỏi đợt tập trung cho vòng loại Euro 2024 vì nhiễm virus lạ.	1
Kinh doanh	6918	https://tuoitre.vn/giai-phap-thuc-day-so-hoa-truy-xuat-nguon-goc-nong-san-20230228134150083.htm	Dù hiện tại quá trình này vẫn gặp nhiều khó khăn nhưng đẩy mạnh chuyển đổi số trong truy xuất nguồn gốc nông sản là việc làm cấp bách giúp nông sản Việt nhanh chóng tham gia chuỗi cung ứng toàn cầu.	1
Pháp luật	5519	https://dantri.com.vn/phap-luat/bo-cong-an-nguoi-dan-canh-giac-voi-hanh-vi-ghep-mat-gia-giong-de-lua-dao-20230328181611199.htm	Chiều 28/3, tại Văn phòng Cục An ninh Quốc phòng, Bộ Công an tổ chức họp báo thông tin về tình hình, kết quả các mặt công tác công an quý I/2023, nhiệm vụ công tác trọng tâm thời gian tới với người chủ trì cuộc họp là Trung tướng Tô Ân Xô.	1
Giáo dục	2149	https://thanhnien.vn/xuat-hien-thu-doan-lua-dao-moi-du-do-hoc-sinh-o-cong-truong-185230328092058142.htm	Có học sinh của Trường THPT Phú Nhuận bị dụ dỗ, lừa đảo trước cổng trường.	1
Thời sự	6714	https://tuoitre.vn/ban-bi-thu-quy-dinh-ve-cach-thuc-su-dung-co-dang-20230329164646079.htm	"Nền cờ có màu đỏ tươi như màu cờ Tổ quốc; biểu tưởng ""Búa - Liềm"" được đặt ở trung tâm lá cờ có màu vàng tươi như màu ngôi sao 5 cánh của cờ Tổ quốc."	1
XÃ HỘI	4537	https://plo.vn/tphcm-ky-niem-1980-nam-ngay-mat-hai-ba-trung-post721412.html	Kỷ niệm 1980 năm Ngày mất Hai Bà Trưng (6-2-43 – 6-2-2023 âm lịch) do Hội Liên hiệp Phụ nữ (LHPN) TP.HCM phối hợp Sở Văn hóa - Thể thao và Công viên Lịch sử Văn hóa Dân tộc TP tổ chức vào ngày 25-2.	1
THỂ THAO	4398	https://tienphong.vn/nhan-dinh-nhat-ban-vs-colombia-17h00-ngay-283-khong-tha-colombia-post1521149.tpo	Nhật Bản đã thể hiện rất tốt trước Uruguay nên quyết tâm đả bại Colombia để vô địch trên sân nhà.	1
Pháp luật	3775	https://tuoitre.vn/vien-kiem-sat-de-nghi-bac-khang-cao-vu-ban-re-du-an-phuoc-kien-va-ven-song-20230328114000798.htm	Theo khoản 1 Điều 56 Luật Đất đai năm 2003, doanh nghiệp nhà nước phải tiến hành thẩm định giá, xác định giá trị chuyển nhượng đất dự án và đưa ra đấu giá theo quy định pháp luật trong việc chuyển nhượng đất dự án.	1
Thời sự	2025	https://vnexpress.net/nhieu-quan-nhau-bi-xu-phat-do-vi-pham-tieng-on-4585470.html	Theo thống kê của Phòng Cảnh sát môi trường, Công an TP Đà Nẵng, từ năm 2019 đến 2023, đơn vị đã xử lý 18 trường hợp vi phạm về tiếng ồn, xử phạt 9 cá nhân và 5 tổ chức  với tổng số tiền hơn 232 triệu đồng., có nhiều quán còn tái phạm nhiều lần, điển hình như quán Food&Drink đã bị buộc thôi kinh doanh.	1
Thế giới	1023	https://thanhnien.vn/chien-su-toi-263-ukraine-my-phan-ung-viec-nga-dua-vu-khi-hat-nhan-sang-belarus-185230326182828845.htm	Hệ thống tên lửa đạn đạo tầm ngắn Iskander có đầu đạn thông thường lẫn đầu đạn hạt nhân đã được đưa đến Nga.	1
Xã hội	5915	https://baochinhphu.vn/xay-dung-bien-phap-an-toan-lao-dong-phu-hop-voi-dac-thu-doanh-nghiep-102230410162806296.htm	Trong Tháng hành động an toàn, vệ sinh lao động năm 2023, các hoạt động hướng tới kêu gọi doanh nghiệp không tăng thời gian làm thêm quá quy định, bố trí cho lao động nghỉ ngơi, chăm lo sức khỏe, đời sống cho người lao động…	1
Thế giới	4342	https://tuoitre.vn/thu-tuong-singapore-hau-qua-nghiem-trong-neu-my-trung-dung-do-20230330150629506.htm	Tại Diễn đàn châu Á Bác Ngao ở tỉnh Hải Nam, Trung Quốc, ngày 30-3, Thủ tướng Singapore Lý Hiển Long đã đưa ra tuyên bố.	1
THỜI SỰ	1398	https://baotintuc.vn/thoi-su/kien-toan-nhan-su-ban-chi-dao-quoc-gia-ve-hoi-nhap-quoc-te-20230330194235937.htm	Theo đó, sửa đổi khoản 1 và khoản 2 Điều 1 về nhân sự tại Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ về việc thành lập Ban Chỉ đạo quốc gia về hội nhập quốc tế như sau: Trưởng Ban Chỉ đạo quốc gia là Thủ tướng Chính phủ Phạm Minh Chính. Phó Trưởng Ban Chỉ đạo quốc gia là các Phó Thủ tướng Chính phủ: Lê Văn Thành, Trần Hồng Hà, Trần Lưu Quang.	1
GIÁO DỤC	5343	https://plo.vn/truong-dh-kinh-te-tphcm-dong-loat-nhan-ho-so-xet-tuyen-som-qua-truc-tuyen-post724038.html	Với chương trình cử nhân tài năng và cử nhân Asean Co-op, thí sinh đăng ký tối đa ba nguyện vọng đối với tất cả phương thức xét tuyển.	1
Thế giới	7261	https://dantri.com.vn/the-gioi/nga-canh-bao-phuong-tay-ve-hau-qua-tham-khoc-20230329184224625.htm	Điều phối viên Truyền thông Chiến lược của Hội đồng An ninh Quốc gia Nhà Trắng John Kirby nói rằng Washington hiện đã có chứng cứ về việc vũ khí hạt nhân của Nga được triển khai ở Belarus.	1
KINH TẾ	482	https://plo.vn/tang-so-chuyen-bay-tu-viet-nam-sang-trung-quoc-post723821.html	Các hãng hàng không Việt Nam, công ty lữ hành đang ráo riết chuẩn bị nguồn lực, đội bay, cơ sở lưu trú sẵn sàng để thực hiện các chuyến bay thuê chuyến từ Việt Nam sang Trung Quốc.	1
Thời Sự	3259	https://plo.vn/de-nghi-cong-an-dieu-tra-xu-ly-viec-phong-vien-bi-hanh-hung-khi-tac-nghiep-post725307.html	Báo Nông thôn ngày nay đã gửi văn bản số 133-CV/NTNN ngày 23-3-2023 đến Cục Báo chí phản ánh vấn đề nhóm phóng viên bị hành hung, cản trở tác nghiệp.	1
THỂ THAO	68	https://tienphong.vn/nhan-dinh-han-quoc-vs-colombia-18h00-ngay-243-bay-ho-xuat-kich-post1520228.tpo#1520228|zone-timeline-11|1	Đây là cuộc đụng độ thứ 8 giữa hai đội tuyển quốc gia và Hàn Quốc đã thống trị trong những lần gặp gỡ trước đó với 4 chiến thắng (hòa 2, chỉ thua 1). Colombia không hề là một đối thủ tầm thường, thế nhưng họ lại bị Hàn Quốc áp đảo. Chi tiết trên cho thấy không chỉ ở giải chính thức, Hàn Quốc cũng rất đầu tư vào các trận đấu giao hữu.	1
GIÁO DỤC	4953	https://baotintuc.vn/giao-duc/tuyen-sinh-dau-cap-tai-tp-ho-chi-minh-hoc-sinh-se-duoc-cap-mot-ma-tam-neu-khong-co-ma-dinh-danh-ca-nhan-20230323191818410.htm	Chiều 23/3, Chánh văn Phòng Sở Giáo dục và Đào tạo TP Hồ Chí Minh ông Hồ Tấn Minh khẳng định nếu trong trường hợp bất khả kháng, học sinh không có mã định danh cá nhân thì ngành giáo dục sẽ cấp một mã tạm cho các em để tham gia công tác tuyển sinh.	1
Công nghệ	2487	https://nld.com.vn/cong-nghe/ngan-chan-lo-lot-thong-tin-ca-nhan-doanh-nghiep-20221219234348452.htm	Lí do bị lộ thông tin cá nhân có thể là do hệ thống bị tấn công và lấy thông tin hoặc là do người của hệ thống bán thông tin cho bên thứ ba.	1
Văn hoá	3631	https://baochinhphu.vn/u20-chau-a-2023-lien-tiep-thang-tran-nhung-ngoi-sao-vang-doc-chiem-ngoi-dau-bang-tu-than-102230304235901403.htm	Trận đấu tiếp theo của U20 Việt Nam là gặp U20 Iran tại VCK U20 châu Á.	1
Thể thao	843	https://nld.com.vn/the-thao/hlv-troussier-noi-gi-sau-that-bai-thu-3-lien-tiep-cua-u23-viet-nam-20230329065117147.htm	Đội tuyển Việt Nam trải qua 3 trận đấu với Iraq, UAE, Kyrgyzstan, thua đậm ở trận đấu với UAE với tỉ số 0-3.	1
Nhà đất	890	https://tuoitre.vn/biet-thu-o-hong-kong-ban-voi-gia-ky-luc-chau-a-20230324094155142.htm	Đây là biệt thự bốn tầng tọa lạc tại số 45 đường Barker, với tổng diện tích sàn 437m2, Thời báo Kinh tế Hong Kong đưa tin. Ở khu biệt thự The Peak, giá mỗi foot vuông (1 foot vuông = 0,0929m2) có mức 255.000 HKD, đánh bại mức 140.800 HKD được thiết lập vào năm 2021, khi một căn hộ tại dự án Mount Nicholson được bán.	1
Kinh doanh	2649	https://dantri.com.vn/kinh-doanh/siet-ngan-hang-dau-tu-vao-trai-phieu-tin-tich-cuc-cho-thi-truong-20230328024156109.htm	Đề xuất sửa đổi của Ngân hàng Nhà nước cũng mang tính chặt chẽ hơn với thị trường, cụ thể là ngân hàng có thể mua điợc trái phiếu khi hệ số nợ không vượt quá 6 lần dựa trên báo cáo tài chính mới nhận đã được kiểm toán.	1
VĂN HOÁ	7382	https://baotintuc.vn/van-hoa/phat-dong-giai-thuong-nhiep-anh-heritage-hanh-trinh-di-san-2023-20230330115431626.htm	Chính thức khởi động Giải thưởng Nhiếp ảnh Heritage 2023 từ ngày 1/4 đến hết ngày 31/7/2023.	1
Quốc tế	1470	https://baochinhphu.vn/cuu-ho-tham-hoa-dong-dat-tai-tho-nhi-ky-quoc-te-danh-gia-cao-su-chuyen-nghiep-nhiet-tinh-cua-doan-cuu-ho-viet-nam-10223021220213453.htm	Thời tiết tại Thổ Nhĩ Kỳ khắc nghiệt hơn so với Việt Nam gây ra không ít khó khăn đối với đoàn cứu hộ Việt Nam vì sự chênh lệch nhiệt độ giữa ngày và đêm.	1
Thời sự	6894	https://nld.com.vn/chinh-tri/30-nam-bat-benh-ong-troi-va-thuc-cung-dong-song-20230330172133429.htm	Giám đốc Đài Khí tượng thủy văn khu vực Nam Bộ ông Lê Ngọc Quyền năm nay 60 tuổi cho biết đài được thành lập theo Quyết định số 133/TTg ngày 30-3-1993 của Thủ tướng Chính phủ, trên cơ sở sáp nhập 13 đài Khí tượng thủy văn các tỉnh tại Nam Bộ.	1
Pháp luật	2920	https://dantri.com.vn/phap-luat/nguoi-lay-iphone-cua-nan-nhan-trong-vu-danh-ghen-lot-do-bi-xu-ly-toi-gi-20230329153121578.htm	Sau khi chị T. bị nhóm của Phùng làm nhục và rời đi, cô gái ở Bình Thuận mới phát hiện mình bị mất chiếc iPhone 14 Pro Max.	1
Giới trẻ	4163	https://thanhnien.vn/gen-z-viet-bai-tieu-luan-nhanh-hon-nho-chatgpt-185230325234611357.htm	Sử dụng Chat GPT giúp việc học tập hiệu quả hơn nhưng một số bạn trẻ lại đang lạm dụng nó để làm bài tập của mình vì lười biếng.	1
THẾ GIỚI	4801	https://baotintuc.vn/the-gioi/cptpp-dong-y-ket-nap-anh-vao-khoi-20230331152630850.htm	Trước đây, khi Anh rời khỏi khối EU khiến người dân nước này hoang mang, nên sau khi Anh trở thành thành viên, CPTPP sẽ trở thành thị trường của hơn 500 triệu dân.	1
Pháp luật	4867	https://tuoitre.vn/dien-thoai-doa-giet-phong-vien-va-gia-dinh-bi-phat-42-5-trieu-dong-20230330100004227.htm	Sau khi tiến hành xác mình, Cơ quan cảnh sát điều tra Công an quận Sơn Trà đã kết luận, xác định vụ việc trên có dấu hiệu của tội phạm.	1
Giáo dục - Hướng nghiệp	4296	https://dantri.com.vn/giao-duc-huong-nghiep/thi-vao-lop-10-o-ha-noi-con-hoc-den-tram-cam-phu-huynh-lo-phuong-an-du-bi-20230327155051149.htm	Áp lực thi tuyển sinh, nhiều học sinh ăn uống, ngủ nghỉ không điều độ, căng thẳng quá mức.	1
Pháp luật	4370	https://tuoitre.vn/vu-van-thinh-phat-bat-tam-giam-nguyen-cuc-truong-thanh-tra-giam-sat-ngan-hang-ii-ngan-hang-nha-nuoc-20230328150017249.htm	Trương Huệ Vân sinh năm 1980 là tổng giám đốc Công ty CP Tập đoàn quản lý bất động sản Windsor đã bị C03 khởi tố, bắt tạm giam 5 ngày để điều tra, xác định bị can đã có hành vi gian dối trong việc phát hành, mua bán trái phiếu trái quy định của pháp luật để chiếm đoạt hàng nghìn tỉ đồng của người dân trong thời gian 2018 - 2019.	1
Thời sự	3178	https://vnexpress.net/tp-hcm-khoi-dong-lai-cau-hon-900-ty-sau-4-nam-ngung-tre-4585469.html	Công trình cầu Nam Lý trên đường Đỗ Xuân Hợp, TP Thủ Đức dài 750 m, trong đó phần cầu dài 450 m, rộng 20 m; còn lại là đường dẫn rộng 30-37 m.	1
Du lịch	4082	https://thanhnien.vn/khach-san-lau-doi-nhat-co-do-hue-tron-122-tuoi-185230327161030989.htm	"Khi mới thành lập, khách sạn được đặt tên là ""Grand Hotel de Hue"" và nhanh chóng trở thành trung tâm thương mại, văn hóa, du lịch của kinh thành Huế vào triều Nguyễn."	1
SỨC KHỎE	4037	https://tienphong.vn/moi-nhat-vu-10-nguoi-ngo-doc-sau-an-ca-chep-u-chua-o-quang-nam-post1520283.tpo#1520283|zone-timeline-210|1	Giám đốc Sở Y tế Quảng Nam, ông Mai Văn Mười cho biết các bệnh nhân trong vụ ngộ độc do cá chép ủ chua xảy ra trên địa bàn huyện Phước Sơn sức khỏe đã tạm ổn, khả năng tuần tới sẽ xuất viện.	1
Pháp luật	975	https://dantri.com.vn/phap-luat/nguoi-lay-iphone-cua-nan-nhan-trong-vu-danh-ghen-lot-do-bi-xu-ly-toi-gi-20230329153121578.htm	Tằng Xỉu Phùng và V.M.K đã ly thân theo thông tin của công an, tuy nhiên khi thấy anh K. chở chị T. đi mua đồ, mẹ con bà Xường đã chặn đầu xe, yêu cầu hai người này ra khỏi xe nói chuyện.	1
Sức khoẻ	7274	https://thanhnien.vn/nhieu-loi-ich-cua-nuoc-chanh-nong-185230326213843271.htm	Theo Medical News Today, một nghiên cứu năm 2017 cho rằng vitamin C có thể giúp giảm các triệu chứng cảm cúm và chanh chưa nhiều vitamin C.	1
THỂ THAO	5161	https://plo.vn/sieu-kinh-dien-toi-te-nhat-lich-su-la-liga-post724640.html	Tòa án không có khái niệm “tiền công tư vấn để cầu thủ Barcelona khỏi mắc lỗi” nên iền tư vấn sẽ bị quy thành tiền hối lộ trọng tài.	1
